,city,country,continent,total_score,cost_of_life,remote_workers,internet,fun,nightlife,safety,lack_of_crime,walkability,racism,foreigners_friendly,freedom_of_speech,female_friendly,LGBTQ_friendly,english_speaking,latitude,longitude,near_beach,photo
1030,Petaluma,United States,North America,2.69,5802,100.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.2325829,-122.636465,No,https://nomadlist.com/assets/img/places/petaluma-ca-united-states.jpg?1653007133
1031,Leeuwarden,Netherlands,Europe,2.86,3970,242.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,53.2005936,5.7918548,No,https://nomadlist.com/assets/img/places/leeuwarden-netherlands.jpg?1644020133
1032,Jiaxing,China,Asia,2.81,2547,0.0,Slow,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,30.7474425,120.7510971,No,https://nomadlist.com/assets/img/places/jiaxing-china.jpg?1643069680
1033,Sparks,United States,North America,2.81,4552,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.5404679,-119.7487235,No,https://nomadlist.com/assets/img/places/sparks-nv-united-states.jpg?1653006761
1034,Libreville,Gabon,Africa,2.72,2408,67.0,Slow,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,0.390002,9.454001,Yes,https://nomadlist.com/assets/img/places/libreville-gabon.jpg?1642465530
1035,Road Town,British Virgin Islands,Latin America,2.64,5345,122.0,Slow,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,18.4257128,-64.6232227,Yes,https://nomadlist.com/assets/img/places/road-town-british-virgin-islands.jpg?1642465414
1036,Bonita Springs,United States,North America,2.62,5208,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,26.339806,-81.7786972,Yes,https://nomadlist.com/assets/img/places/bonita-springs-fl-united-states.jpg?1654740400
1037,Urumqi,China,Asia,2.76,1408,133.0,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,43.419754,87.319461,No,https://nomadlist.com/assets/img/places/urumqi-china.jpg?1644624732
1038,Shijiazhuang,China,Asia,2.81,1054,0.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,38.0429742,114.5088385,No,https://nomadlist.com/assets/img/places/shijiazhuang-china.jpg?1643157518
1039,Knoxville,United States,North America,2.68,5111,167.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,35.9603948,-83.9210261,No,https://nomadlist.com/assets/img/places/knoxville-tn-united-states.jpg?1657067704
1040,Cali,Colombia,Latin America,2.63,907,280.0,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,3.4517923,-76.5324943,No,https://nomadlist.com/assets/img/places/cali-colombia.jpg?1656548550
1041,Port Vila,Vanuatu,Oceania,2.66,3610,33.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,-17.7414972,168.3150163,Yes,https://nomadlist.com/assets/img/places/port-vila-vanuatu.jpg?1643069611
1042,Zhucheng,China,Asia,2.94,1521,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,35.9957253,119.4041185,No,https://nomadlist.com/assets/img/places/zhucheng-china.jpg?1652919498
1043,Zhuzhou,China,Asia,2.59,1145,17.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,27.4989086,113.1529127,No,https://nomadlist.com/assets/img/places/zhuzhou-china.jpg?1653006584
1044,Jinan,China,Asia,3.09,1078,100.0,Slow,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,36.6507007,117.1140042,No,https://nomadlist.com/assets/img/places/jinan-china.jpg?1652833312
1045,Napa,United States,North America,2.61,6976,175.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.2971367,-122.2855293,No,https://nomadlist.com/assets/img/places/napa-ca-united-states.jpg?1657067619
1046,Salem Ma,United States,North America,2.66,5056,133.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,44.9391565,-123.033121,Yes,https://nomadlist.com/assets/img/places/salem-ma-united-states.jpg?1652919494
1047,Xiangyang,China,Asia,3.0,1076,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,32.010998,112.1163785,No,https://nomadlist.com/assets/img/places/xiangyang-china.jpg?1653007307
1048,Monza,Italy,Europe,2.8,3415,33.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,45.639544,9.278869369225038,No,https://nomadlist.com/assets/img/places/monza-italy.jpg?1642810109
1049,George Town,Cayman Islands,Latin America,4.13,1043,167.0,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,19.30037305,-81.37009366377936,Yes,https://nomadlist.com/assets/img/places/penang-malaysia.jpg?1653004881
1050,Ferrara,Italy,Europe,2.65,4032,125.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,44.76676424999999,11.82793899564017,No,https://nomadlist.com/assets/img/places/ferrara-italy.jpg?1642465605
1051,Puerto Viejo,Costa Rica,Latin America,2.99,2455,384.0,Slow,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,10.4541312,-84.0096613,Yes,https://nomadlist.com/assets/img/places/puerto-viejo-costa-rica.jpg?1649549007
1052,Baoding,China,Asia,2.66,703,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,38.8579735,115.490696,No,https://nomadlist.com/assets/img/places/baoding-china.jpg?1653006901
1053,Canton,United States,North America,2.93,3983,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,32.555664,-95.8640507,No,https://nomadlist.com/assets/img/places/canton-oh-united-states.jpg?1653006447
1054,Oshkosh,United States,North America,3.02,3971,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.0206919,-88.5408574,No,https://nomadlist.com/assets/img/places/oshkosh-wi-united-states.jpg?1652919113
1055,Mogadishu,Somalia,Africa,2.61,2240,33.0,Slow,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,2.0349312,45.3419183,Yes,https://nomadlist.com/assets/img/places/mogadishu-somalia.jpg?1642724661
1056,Chongjin,North Korea,Asia,2.6,2177,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,41.9602718,129.9677806917661,No,https://nomadlist.com/assets/img/places/chongjin-north-korea.jpg?1644192689
1057,Sharjah,United Arab Emirates,Middle East,2.39,2376,125.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,25.3575436,55.3882729,Yes,https://nomadlist.com/assets/img/places/sharjah-united-arab-emirates.jpg?1642724108
1058,Zandvoort,Netherlands,Europe,2.61,6175,100.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.3713394,4.5307624,Yes,https://nomadlist.com/assets/img/places/zandvoort-netherlands.jpg?1642529627
1059,Gulfport,United States,North America,2.58,5303,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,30.3674198,-89.0928155,Yes,https://nomadlist.com/assets/img/places/gulfport-ms-united-states.jpg?1657067670
1060,Hamhung,North Korea,Asia,2.55,2491,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,39.915463,127.5439794,No,https://nomadlist.com/assets/img/places/hamhung-north-korea.jpg?1653007284
1061,Turin,Italy,Europe,2.61,4054,282.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,45.0677551,7.6824892,No,https://nomadlist.com/assets/img/places/turin-italy.jpg?1642638040
1062,Tuscaloosa,United States,North America,2.62,5021,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.2095614,-87.5675258,No,https://nomadlist.com/assets/img/places/tuscaloosa-al-united-states.jpg?1657067748
1063,Hamilton,Bermuda,Latin America,2.57,7884,181.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,32.2956076,-64.7827048,Yes,https://nomadlist.com/assets/img/places/hamilton-bermuda.jpg?1644192667
1064,Baghdad,Iraq,Middle East,2.36,1397,67.0,Slow,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,33.3024309,44.3787992,No,https://nomadlist.com/assets/img/places/baghdad-iraq.jpg?1653007324
1065,Isfahan,Iran,Middle East,2.76,2121,67.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,32.6707877,51.6650002,No,https://nomadlist.com/assets/img/places/isfahan-iran.jpg?1642637974
1066,Lucca,Italy,Europe,2.63,4093,175.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,44.01776390000001,10.45443002619264,No,https://nomadlist.com/assets/img/places/lucca-italy.jpg?1642465596
1067,Lausanne,Switzerland,Europe,2.56,5113,281.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,46.5218269,6.6327025,No,https://nomadlist.com/assets/img/places/lausanne-switzerland.jpg?1657067687
1068,Lahore,Pakistan,Asia,2.81,652,225.0,Slow,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,31.5656822,74.3141829,No,https://nomadlist.com/assets/img/places/lahore-pakistan.jpg?1643847120
1069,Weifang,China,Asia,3.06,848,17.0,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,36.7071591,119.1557441,No,https://nomadlist.com/assets/img/places/weifang-china.jpg?1653007124
1070,Lugano,Switzerland,Europe,2.56,5100,171.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,46.0050102,8.9520281,No,https://nomadlist.com/assets/img/places/lugano-switzerland.jpg?1642724652
1071,Cathedral City,United States,North America,2.53,6718,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.82298655,-116.466870171132,No,https://nomadlist.com/assets/img/places/cathedral-city-ca-united-states.jpg?1653007273
1072,Riyadh,Saudi Arabia,Middle East,2.62,2604,249.0,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,24.638916,46.7160104,No,https://nomadlist.com/assets/img/places/riyadh-saudi-arabia.jpg?1657239409
1073,Palm Desert,United States,North America,2.53,6238,117.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.74079965,-116.3693698339435,No,https://nomadlist.com/assets/img/places/palmdale-ca-united-states.jpg?1653005823
1074,Zaria,Nigeria,Africa,2.53,2765,0.0,Slow,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,11.0248119,7.651853311586596,No,https://nomadlist.com/assets/img/places/zaria-nigeria.jpg?1642638025
1075,Liberia,Costa Rica,Latin America,2.84,1260,217.0,Slow,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,10.6333401,-85.4362722,No,https://nomadlist.com/assets/img/places/liberia-costa-rica.jpg?1653006672
1076,Sariwon,North Korea,Asia,2.54,2452,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,38.50935,125.7555447,No,https://nomadlist.com/assets/img/places/sariwon-north-korea.jpg?1644797257
1077,Constantine,Algeria,Africa,2.57,3374,17.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,36.364519,6.60826,No,https://nomadlist.com/assets/img/places/constantine-algeria.jpg?1653007291
1078,Ko Samui,Thailand,Asia,2.55,1665,684.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,9.50139445,99.99561927320003,Yes,https://nomadlist.com/assets/img/places/ko-samui-thailand.jpg?1642465520
1079,Cabarete,Dominican Republic,Latin America,2.5,3854,188.0,Slow,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,19.7490157,-70.4128435,Yes,https://nomadlist.com/assets/img/places/cabarete-dominican-republic.jpg?1655352016
1080,Yichang,China,Asia,2.97,1107,17.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,30.694088,111.2803074,No,https://nomadlist.com/assets/img/places/yichang-china.jpg?1642724722
1081,Anyang,China,Asia,2.98,1785,0.0,Slow,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,36.1023552,114.33633,No,https://nomadlist.com/assets/img/places/anyang-china.jpg?1642637966
1082,Interlaken,Switzerland,Europe,2.51,5596,222.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,46.6855231,7.8585139,No,https://nomadlist.com/assets/img/places/interlaken-switzerland.jpg?1654561147
1083,Beersheba,Israel,Middle East,2.52,3981,17.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,31.2457442,34.7925181,No,https://nomadlist.com/assets/img/places/beersheba-israel.jpg?1653007242
1084,Sargodha,Pakistan,Asia,2.96,596,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,32.0898005,72.6782574,No,https://nomadlist.com/assets/img/places/sargodha-pakistan.jpg?1652919576
1085,Daejeon,South Korea,Asia,2.44,4357,192.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,36.3496,127.3848,No,https://nomadlist.com/assets/img/places/daejeon-south-korea.jpg?1653007322
1086,St Gallen,Switzerland,Europe,2.52,4960,201.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.4250593,9.3765878,No,https://nomadlist.com/assets/img/places/st-gallen-switzerland.jpg?1642810172
1087,Rawalpindi,Pakistan,Asia,2.96,740,0.0,Slow,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,33.6038766,73.048136,No,https://nomadlist.com/assets/img/places/rawalpindi-pakistan.jpg?1653006757
1088,Nampo,North Korea,Asia,2.54,2566,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,38.7367448,125.4115285,No,https://nomadlist.com/assets/img/places/nampo-north-korea.jpg?1642529693
1089,Peshawar,Pakistan,Asia,2.55,968,0.0,Slow,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,34.0123846,71.5787458,No,https://nomadlist.com/assets/img/places/peshawar-pakistan.jpg?1642465051
1090,Xiangtan,China,Asia,2.43,1305,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,27.8328352,112.9388078,No,https://nomadlist.com/assets/img/places/xiangtan-china.jpg?1643156851
1091,Haifa,Israel,Middle East,2.4,4728,188.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,32.8191218,34.9983856,Yes,https://nomadlist.com/assets/img/places/haifa-israel.jpg?1642465422
1092,Tangshan,China,Asia,2.96,1044,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,39.6295951,118.1738712,No,https://nomadlist.com/assets/img/places/tangshan-china.jpg?1642724672
1093,Bahawalpur,Pakistan,Asia,2.44,616,33.0,Slow,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,29.394644,71.6638747,No,https://nomadlist.com/assets/img/places/bahawalpur-pakistan.jpg?1653007093
1094,Mykonos,Greece,Europe,2.42,6197,252.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,37.4514345,25.39233749331941,Yes,https://nomadlist.com/assets/img/places/mykonos-greece.jpg?1642465552
1095,Kenosha,United States,North America,2.73,4748,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.5846773,-87.8212263,No,https://nomadlist.com/assets/img/places/kenosha-wi-united-states.jpg?1653007300
1096,Kabul,Afghanistan,Asia,2.53,1139,150.0,Slow,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,34.5260109,69.1776838,No,https://nomadlist.com/assets/img/places/kabul-afghanistan.jpg?1652919586
1097,Zibo,China,Asia,2.98,1383,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,36.819626,117.980675,No,https://nomadlist.com/assets/img/places/zibo-china.jpg?1653007193
1098,Leon,Nicaragua,Latin America,2.74,1334,106.0,Slow,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,12.4345376,-86.8773498,Yes,https://nomadlist.com/assets/img/places/leon-nicaragua.jpg?1642465416
1099,Handan,China,Asia,2.92,1104,0.0,Slow,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,36.583333,114.483333,No,https://nomadlist.com/assets/img/places/handan-china.jpg?1652919488
1100,Islamabad,Pakistan,Asia,2.99,868,100.0,Slow,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,33.6938118,73.0651511,No,https://nomadlist.com/assets/img/places/islamabad-pakistan.jpg?1644192641
1101,Ashgabat,Turkmenistan,Asia,2.36,5286,67.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,37.9404648,58.3823487,No,https://nomadlist.com/assets/img/places/ashgabat-turkmenistan.jpg?1642465324
1102,Tamarindo,Costa Rica,Latin America,2.67,2640,332.0,Slow,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,10.302834,-85.8385625,Yes,https://nomadlist.com/assets/img/places/tamarindo-costa-rica.jpg?1650759081
1103,Faisalabad,Pakistan,Asia,2.66,693,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,31.4220558,73.0923253,No,https://nomadlist.com/assets/img/places/faisalabad-pakistan.jpg?1657325758
1104,Multan,Pakistan,Asia,2.42,826,33.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,30.1979793,71.4724978,No,https://nomadlist.com/assets/img/places/multan-pakistan.jpg?1653007210
1105,Benghazi,Libya,Africa,2.44,3291,17.0,Slow,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,32.1288331,20.0817204,Yes,https://nomadlist.com/assets/img/places/benghazi-libya.jpg?1647995372
1106,Tegucigalpa,Honduras,Latin America,2.7,1377,125.0,Slow,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,14.1057433,-87.2040052,No,https://nomadlist.com/assets/img/places/tegucigalpa-honduras.jpg?1649376472
1107,Gujranwala,Pakistan,Asia,2.63,1039,0.0,Slow,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,32.1525312,74.1933745,No,https://nomadlist.com/assets/img/places/gujranwala-pakistan.jpg?1642465587
1108,Ko Tao,Thailand,Asia,2.43,1345,402.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,10.0844025,99.8258031,Yes,https://nomadlist.com/assets/img/places/ko-tao-thailand.jpg?1642465558
1109,Bellevue,United States,North America,2.75,4621,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.6144219,-122.192337,No,https://nomadlist.com/assets/img/places/bellevue-ne-united-states.jpg?1653006872
1110,Basra,Iraq,Middle East,2.5,2174,33.0,Slow,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,30.4952371,47.8090981,No,https://nomadlist.com/assets/img/places/basra-iraq.jpg?1642529688
1111,Yantai,China,Asia,2.77,1901,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,37.461928,121.4425255,Yes,https://nomadlist.com/assets/img/places/yantai-china.jpg?1642810114
1112,Sialkot,Pakistan,Asia,2.59,1251,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,32.4935378,74.5411575,No,https://nomadlist.com/assets/img/places/sialkot-pakistan.jpg?1653007256
1113,Cayenne,French Guiana,Latin America,2.34,3518,75.0,Slow,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,4.9371143,-52.3258307,Yes,https://nomadlist.com/assets/img/places/cayenne-french-guiana.jpg?1648944595
1114,Martinique,Martinique,Latin America,2.41,4398,67.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,14.6367927,-61.01582685063731,Yes,https://nomadlist.com/assets/img/places/martinique-martinique.jpg?1653007333
1115,Ajaccio,France,Europe,2.27,5427,125.0,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,41.9263991,8.7376029,Yes,https://nomadlist.com/assets/img/places/ajaccio-corsica-france.jpg?1642465600
1116,Ahvaz,Iran,Middle East,2.35,2501,17.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,31.3231643,48.6792538,No,https://nomadlist.com/assets/img/places/ahvaz-iran.jpg?1642465463
1117,Kuwait City,Kuwait,Middle East,2.08,4490,179.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,29.3797091,47.9735629,No,https://nomadlist.com/assets/img/places/kuwait-city-kuwait.jpg?1642529696
1118,Hamamatsu,Japan,Asia,2.22,5264,67.0,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,34.7109786,137.7259431,No,https://nomadlist.com/assets/img/places/hamamatsu-japan.jpg?1653007339
1119,Djibouti,Djibouti,Africa,2.12,2954,33.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,11.8145966,42.8453061,Yes,https://nomadlist.com/assets/img/places/djibouti-djibouti.jpg?1642465553
1120,Changsha,China,Asia,2.32,3141,83.0,Slow,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,28.1450774,113.2384362,No,https://nomadlist.com/assets/img/places/changsha-china.jpg?1642465542
1121,Bangui,Central African Republic,Africa,2.2,2362,0.0,Slow,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,4.3907153,18.5509126,No,https://nomadlist.com/assets/img/places/bangui-central-african-republic.jpg?1644192717
1122,Yangzhou,China,Asia,2.09,4409,33.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,32.3969935,119.4077008,No,https://nomadlist.com/assets/img/places/yangzhou-china.jpg?1652919606
1123,Jeddah,Saudi Arabia,Middle East,2.06,2884,243.0,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,21.5810088,39.1653612,Yes,https://nomadlist.com/assets/img/places/jeddah-saudi-arabia.jpg?1651019712
1124,Mecca,Saudi Arabia,Middle East,2.04,2743,117.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,21.420847,39.826869,No,https://nomadlist.com/assets/img/places/mecca-saudi-arabia.jpg?1646266663
1125,Monrovia,Liberia,Africa,2.11,4898,100.0,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,6.328034,-10.797788,Yes,https://nomadlist.com/assets/img/places/monrovia-liberia.jpg?1642465613
1126,Noumea,New Caledonia,Oceania,1.98,5417,83.0,Slow,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,-22.2745264,166.442419,Yes,https://nomadlist.com/assets/img/places/noumea-new-caledonia.jpg?1648686036
1127,Ndjamena,Chad,Africa,1.32,5133,17.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,12.1191543,15.0502758,No,https://nomadlist.com/assets/img/places/ndjamena-chad.jpg?1642724726
1128,Kyiv,Ukraine,Europe,0.89,1448,1196.0,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,50.4500336,30.5241361,No,https://nomadlist.com/assets/img/places/kyiv-ukraine.jpg?1642550434
1129,Moscow,Russia,Europe,0.81,2403,1442.0,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,55.7504461,37.6174943,No,https://nomadlist.com/assets/img/places/moscow-russia.jpg?1648513163
